"variable","des","forecast_period","values","date","projection","meeting_month"
"345","September projection","Median 1",2022-12-31,4.6,2020-12-16,20201216,"december"
"346","September projection","Median 1",2023-12-31,4,2020-12-16,20201216,"december"
"347","September projection","Median 1",NA,4.1,2020-12-16,20201216,"december"
"348","September projection","Central Tendency 2",2020-12-31,NA,2020-12-16,20201216,"december"
"349","September projection","Central Tendency 2",2021-12-31,NA,2020-12-16,20201216,"december"
"350","September projection","Central Tendency 2",2022-12-31,NA,2020-12-16,20201216,"december"
"351","September projection","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"352","September projection","Central Tendency 2",NA,NA,2020-12-16,20201216,"december"
"353","September projection","Range 3",2020-12-31,NA,2020-12-16,20201216,"december"
"354","September projection","Range 3",2021-12-31,NA,2020-12-16,20201216,"december"
"355","September projection","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"356","September projection","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"357","September projection","Range 3",NA,NA,2020-12-16,20201216,"december"
"358","PCE inflation","Median 1",2020-12-31,1.2,2020-12-16,20201216,"december"
"359","PCE inflation","Median 1",2021-12-31,1.8,2020-12-16,20201216,"december"
"360","PCE inflation","Median 1",2022-12-31,1.9,2020-12-16,20201216,"december"
"361","PCE inflation","Median 1",2023-12-31,2,2020-12-16,20201216,"december"
"362","PCE inflation","Median 1",NA,2,2020-12-16,20201216,"december"
"363","PCE inflation","Central Tendency 2",2020-12-31,1.2,2020-12-16,20201216,"december"
"364","PCE inflation","Central Tendency 2",2021-12-31,NA,2020-12-16,20201216,"december"
"365","PCE inflation","Central Tendency 2",2022-12-31,NA,2020-12-16,20201216,"december"
"366","PCE inflation","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"367","PCE inflation","Central Tendency 2",NA,2,2020-12-16,20201216,"december"
"368","PCE inflation","Range 3",2020-12-31,NA,2020-12-16,20201216,"december"
"369","PCE inflation","Range 3",2021-12-31,NA,2020-12-16,20201216,"december"
"370","PCE inflation","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"371","PCE inflation","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"372","PCE inflation","Range 3",NA,2,2020-12-16,20201216,"december"
"373","September projection","Median 1",2020-12-31,1.2,2020-12-16,20201216,"december"
"374","September projection","Median 1",2021-12-31,1.7,2020-12-16,20201216,"december"
"375","September projection","Median 1",2022-12-31,1.8,2020-12-16,20201216,"december"
"376","September projection","Median 1",2023-12-31,2,2020-12-16,20201216,"december"
"377","September projection","Median 1",NA,2,2020-12-16,20201216,"december"
"378","September projection","Central Tendency 2",2020-12-31,NA,2020-12-16,20201216,"december"
"379","September projection","Central Tendency 2",2021-12-31,NA,2020-12-16,20201216,"december"
"380","September projection","Central Tendency 2",2022-12-31,NA,2020-12-16,20201216,"december"
"381","September projection","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"382","September projection","Central Tendency 2",NA,2,2020-12-16,20201216,"december"
"383","September projection","Range 3",2020-12-31,NA,2020-12-16,20201216,"december"
"384","September projection","Range 3",2021-12-31,NA,2020-12-16,20201216,"december"
"385","September projection","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"386","September projection","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"387","September projection","Range 3",NA,2,2020-12-16,20201216,"december"
"388","Core PCE inflation 4","Median 1",2020-12-31,1.4,2020-12-16,20201216,"december"
"389","Core PCE inflation 4","Median 1",2021-12-31,1.8,2020-12-16,20201216,"december"
"390","Core PCE inflation 4","Median 1",2022-12-31,1.9,2020-12-16,20201216,"december"
"391","Core PCE inflation 4","Median 1",2023-12-31,2,2020-12-16,20201216,"december"
"392","Core PCE inflation 4","Median 1",NA,NA,2020-12-16,20201216,"december"
"393","Core PCE inflation 4","Central Tendency 2",2020-12-31,1.4,2020-12-16,20201216,"december"
"394","Core PCE inflation 4","Central Tendency 2",2021-12-31,NA,2020-12-16,20201216,"december"
"395","Core PCE inflation 4","Central Tendency 2",2022-12-31,NA,2020-12-16,20201216,"december"
"396","Core PCE inflation 4","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"397","Core PCE inflation 4","Central Tendency 2",NA,NA,2020-12-16,20201216,"december"
"398","Core PCE inflation 4","Range 3",2020-12-31,NA,2020-12-16,20201216,"december"
"399","Core PCE inflation 4","Range 3",2021-12-31,NA,2020-12-16,20201216,"december"
"400","Core PCE inflation 4","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"401","Core PCE inflation 4","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"402","Core PCE inflation 4","Range 3",NA,NA,2020-12-16,20201216,"december"
"403","September projection","Median 1",2020-12-31,1.5,2020-12-16,20201216,"december"
"404","September projection","Median 1",2021-12-31,1.7,2020-12-16,20201216,"december"
"405","September projection","Median 1",2022-12-31,1.8,2020-12-16,20201216,"december"
"406","September projection","Median 1",2023-12-31,2,2020-12-16,20201216,"december"
"407","September projection","Median 1",NA,NA,2020-12-16,20201216,"december"
"408","September projection","Central Tendency 2",2020-12-31,NA,2020-12-16,20201216,"december"
"409","September projection","Central Tendency 2",2021-12-31,NA,2020-12-16,20201216,"december"
"410","September projection","Central Tendency 2",2022-12-31,NA,2020-12-16,20201216,"december"
"411","September projection","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"412","September projection","Central Tendency 2",NA,NA,2020-12-16,20201216,"december"
"413","September projection","Range 3",2020-12-31,NA,2020-12-16,20201216,"december"
"414","September projection","Range 3",2021-12-31,NA,2020-12-16,20201216,"december"
"415","September projection","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"416","September projection","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"417","September projection","Range 3",NA,NA,2020-12-16,20201216,"december"
"418","Memo: Projected appropriate policy path","Median 1",2020-12-31,NA,2020-12-16,20201216,"december"
"419","Memo: Projected appropriate policy path","Median 1",2021-12-31,NA,2020-12-16,20201216,"december"
"420","Memo: Projected appropriate policy path","Median 1",2022-12-31,NA,2020-12-16,20201216,"december"
"421","Memo: Projected appropriate policy path","Median 1",2023-12-31,NA,2020-12-16,20201216,"december"
"422","Memo: Projected appropriate policy path","Median 1",NA,NA,2020-12-16,20201216,"december"
"423","Memo: Projected appropriate policy path","Central Tendency 2",2020-12-31,NA,2020-12-16,20201216,"december"
"424","Memo: Projected appropriate policy path","Central Tendency 2",2021-12-31,NA,2020-12-16,20201216,"december"
"425","Memo: Projected appropriate policy path","Central Tendency 2",2022-12-31,NA,2020-12-16,20201216,"december"
"426","Memo: Projected appropriate policy path","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"427","Memo: Projected appropriate policy path","Central Tendency 2",NA,NA,2020-12-16,20201216,"december"
"428","Memo: Projected appropriate policy path","Range 3",2020-12-31,NA,2020-12-16,20201216,"december"
"429","Memo: Projected appropriate policy path","Range 3",2021-12-31,NA,2020-12-16,20201216,"december"
"430","Memo: Projected appropriate policy path","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"431","Memo: Projected appropriate policy path","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"432","Memo: Projected appropriate policy path","Range 3",NA,NA,2020-12-16,20201216,"december"
"433","Federal funds rate","Median 1",2020-12-31,0.1,2020-12-16,20201216,"december"
"434","Federal funds rate","Median 1",2021-12-31,0.1,2020-12-16,20201216,"december"
"435","Federal funds rate","Median 1",2022-12-31,0.1,2020-12-16,20201216,"december"
"436","Federal funds rate","Median 1",2023-12-31,0.1,2020-12-16,20201216,"december"
"437","Federal funds rate","Median 1",NA,2.5,2020-12-16,20201216,"december"
"438","Federal funds rate","Central Tendency 2",2020-12-31,0.1,2020-12-16,20201216,"december"
"439","Federal funds rate","Central Tendency 2",2021-12-31,0.1,2020-12-16,20201216,"december"
"440","Federal funds rate","Central Tendency 2",2022-12-31,0.1,2020-12-16,20201216,"december"
"441","Federal funds rate","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"442","Federal funds rate","Central Tendency 2",NA,NA,2020-12-16,20201216,"december"
"443","Federal funds rate","Range 3",2020-12-31,0.1,2020-12-16,20201216,"december"
"444","Federal funds rate","Range 3",2021-12-31,0.1,2020-12-16,20201216,"december"
"445","Federal funds rate","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"446","Federal funds rate","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"447","Federal funds rate","Range 3",NA,NA,2020-12-16,20201216,"december"
"448","September projection","Median 1",2020-12-31,0.1,2020-12-16,20201216,"december"
"449","September projection","Median 1",2021-12-31,0.1,2020-12-16,20201216,"december"
"450","September projection","Median 1",2022-12-31,0.1,2020-12-16,20201216,"december"
"451","September projection","Median 1",2023-12-31,0.1,2020-12-16,20201216,"december"
"452","September projection","Median 1",NA,2.5,2020-12-16,20201216,"december"
"453","September projection","Central Tendency 2",2020-12-31,0.1,2020-12-16,20201216,"december"
"454","September projection","Central Tendency 2",2021-12-31,0.1,2020-12-16,20201216,"december"
"455","September projection","Central Tendency 2",2022-12-31,0.1,2020-12-16,20201216,"december"
"456","September projection","Central Tendency 2",2023-12-31,NA,2020-12-16,20201216,"december"
"457","September projection","Central Tendency 2",NA,NA,2020-12-16,20201216,"december"
"458","September projection","Range 3",2020-12-31,0.1,2020-12-16,20201216,"december"
"459","September projection","Range 3",2021-12-31,0.1,2020-12-16,20201216,"december"
"460","September projection","Range 3",2022-12-31,NA,2020-12-16,20201216,"december"
"461","September projection","Range 3",2023-12-31,NA,2020-12-16,20201216,"december"
"462","September projection","Range 3",NA,NA,2020-12-16,20201216,"december"
"463","Change in real GDP","Median1",2019-12-31,2.1,2019-03-20,20190320,"mars"
"464","Change in real GDP","Median1",2020-12-31,1.9,2019-03-20,20190320,"mars"
"465","Change in real GDP","Median1",2021-12-31,1.8,2019-03-20,20190320,"mars"
"466","Change in real GDP","Median1",NA,1.9,2019-03-20,20190320,"mars"
"467","Change in real GDP","Central tendency2",2019-12-31,NA,2019-03-20,20190320,"mars"
"468","Change in real GDP","Central tendency2",2020-12-31,NA,2019-03-20,20190320,"mars"
"469","Change in real GDP","Central tendency2",2021-12-31,NA,2019-03-20,20190320,"mars"
"470","Change in real GDP","Central tendency2",NA,NA,2019-03-20,20190320,"mars"
"471","Change in real GDP","Range3",2019-12-31,NA,2019-03-20,20190320,"mars"
"472","Change in real GDP","Range3",2020-12-31,NA,2019-03-20,20190320,"mars"
"473","Change in real GDP","Range3",2021-12-31,NA,2019-03-20,20190320,"mars"
"474","Change in real GDP","Range3",NA,NA,2019-03-20,20190320,"mars"
"475","December projection","Median1",2019-12-31,2.3,2019-03-20,20190320,"mars"
"476","December projection","Median1",2020-12-31,2,2019-03-20,20190320,"mars"
"477","December projection","Median1",2021-12-31,1.8,2019-03-20,20190320,"mars"
"478","December projection","Median1",NA,1.9,2019-03-20,20190320,"mars"
"479","December projection","Central tendency2",2019-12-31,NA,2019-03-20,20190320,"mars"
"480","December projection","Central tendency2",2020-12-31,NA,2019-03-20,20190320,"mars"
"481","December projection","Central tendency2",2021-12-31,NA,2019-03-20,20190320,"mars"
"482","December projection","Central tendency2",NA,NA,2019-03-20,20190320,"mars"
"483","December projection","Range3",2019-12-31,NA,2019-03-20,20190320,"mars"
"484","December projection","Range3",2020-12-31,NA,2019-03-20,20190320,"mars"
"485","December projection","Range3",2021-12-31,NA,2019-03-20,20190320,"mars"
"486","December projection","Range3",NA,NA,2019-03-20,20190320,"mars"
"487","Unemployment rate","Median1",2019-12-31,3.7,2019-03-20,20190320,"mars"
"488","Unemployment rate","Median1",2020-12-31,3.8,2019-03-20,20190320,"mars"
"489","Unemployment rate","Median1",2021-12-31,3.9,2019-03-20,20190320,"mars"
"490","Unemployment rate","Median1",NA,4.3,2019-03-20,20190320,"mars"
"491","Unemployment rate","Central tendency2",2019-12-31,NA,2019-03-20,20190320,"mars"
"492","Unemployment rate","Central tendency2",2020-12-31,NA,2019-03-20,20190320,"mars"
"493","Unemployment rate","Central tendency2",2021-12-31,NA,2019-03-20,20190320,"mars"
"494","Unemployment rate","Central tendency2",NA,NA,2019-03-20,20190320,"mars"
"495","Unemployment rate","Range3",2019-12-31,NA,2019-03-20,20190320,"mars"
"496","Unemployment rate","Range3",2020-12-31,NA,2019-03-20,20190320,"mars"
"497","Unemployment rate","Range3",2021-12-31,NA,2019-03-20,20190320,"mars"
"498","Unemployment rate","Range3",NA,NA,2019-03-20,20190320,"mars"
"499","December projection","Median1",2019-12-31,3.5,2019-03-20,20190320,"mars"
"500","December projection","Median1",2020-12-31,3.6,2019-03-20,20190320,"mars"
"501","December projection","Median1",2021-12-31,3.8,2019-03-20,20190320,"mars"
"502","December projection","Median1",NA,4.4,2019-03-20,20190320,"mars"
"503","December projection","Central tendency2",2019-12-31,NA,2019-03-20,20190320,"mars"
"504","December projection","Central tendency2",2020-12-31,NA,2019-03-20,20190320,"mars"
"505","December projection","Central tendency2",2021-12-31,NA,2019-03-20,20190320,"mars"
"506","December projection","Central tendency2",NA,NA,2019-03-20,20190320,"mars"
"507","December projection","Range3",2019-12-31,NA,2019-03-20,20190320,"mars"
"508","December projection","Range3",2020-12-31,NA,2019-03-20,20190320,"mars"
"509","December projection","Range3",2021-12-31,NA,2019-03-20,20190320,"mars"
"510","December projection","Range3",NA,NA,2019-03-20,20190320,"mars"
"511","PCE inflation","Median1",2019-12-31,1.8,2019-03-20,20190320,"mars"
"512","PCE inflation","Median1",2020-12-31,2,2019-03-20,20190320,"mars"
"513","PCE inflation","Median1",2021-12-31,2,2019-03-20,20190320,"mars"
"514","PCE inflation","Median1",NA,2,2019-03-20,20190320,"mars"
"515","PCE inflation","Central tendency2",2019-12-31,NA,2019-03-20,20190320,"mars"
"516","PCE inflation","Central tendency2",2020-12-31,NA,2019-03-20,20190320,"mars"
"517","PCE inflation","Central tendency2",2021-12-31,NA,2019-03-20,20190320,"mars"
"518","PCE inflation","Central tendency2",NA,2,2019-03-20,20190320,"mars"
"519","PCE inflation","Range3",2019-12-31,NA,2019-03-20,20190320,"mars"
"520","PCE inflation","Range3",2020-12-31,NA,2019-03-20,20190320,"mars"
"521","PCE inflation","Range3",2021-12-31,NA,2019-03-20,20190320,"mars"
"522","PCE inflation","Range3",NA,2,2019-03-20,20190320,"mars"
"523","December projection","Median1",2019-12-31,1.9,2019-03-20,20190320,"mars"
"524","December projection","Median1",2020-12-31,2.1,2019-03-20,20190320,"mars"
"525","December projection","Median1",2021-12-31,2.1,2019-03-20,20190320,"mars"
"526","December projection","Median1",NA,2,2019-03-20,20190320,"mars"
"527","December projection","Central tendency2",2019-12-31,NA,2019-03-20,20190320,"mars"
"528","December projection","Central tendency2",2020-12-31,NA,2019-03-20,20190320,"mars"
"529","December projection","Central tendency2",2021-12-31,NA,2019-03-20,20190320,"mars"
"530","December projection","Central tendency2",NA,2,2019-03-20,20190320,"mars"
"531","December projection","Range3",2019-12-31,NA,2019-03-20,20190320,"mars"
"532","December projection","Range3",2020-12-31,NA,2019-03-20,20190320,"mars"
"533","December projection","Range3",2021-12-31,NA,2019-03-20,20190320,"mars"
"534","December projection","Range3",NA,2,2019-03-20,20190320,"mars"
"535","Core PCE inflation4","Median1",2019-12-31,2,2019-03-20,20190320,"mars"
"536","Core PCE inflation4","Median1",2020-12-31,2,2019-03-20,20190320,"mars"
"537","Core PCE inflation4","Median1",2021-12-31,2,2019-03-20,20190320,"mars"
