"variable","des","forecast_period","values","date","projection","meeting_month","projection_year"
"289","PCE inflation","Range3",2021-12-31,"1.2-2.3",2020-12-16,20201216,"december","2020"
"290","PCE inflation","Range3",2022-12-31,"1.5-2.2",2020-12-16,20201216,"december","2020"
"291","PCE inflation","Range3",2023-12-31,"1.7-2.2",2020-12-16,20201216,"december","2020"
"292","September projection","Median1",2020-12-31,"1.2",2020-12-16,20201216,"december","2020"
"293","September projection","Median1",2021-12-31,"1.7",2020-12-16,20201216,"december","2020"
"294","September projection","Median1",2022-12-31,"1.8",2020-12-16,20201216,"december","2020"
"295","September projection","Median1",2023-12-31,"2.0",2020-12-16,20201216,"december","2020"
"296","September projection","CentralTendency2",2020-12-31,"1.1-1.3",2020-12-16,20201216,"december","2020"
"297","September projection","CentralTendency2",2021-12-31,"1.6-1.9",2020-12-16,20201216,"december","2020"
"298","September projection","CentralTendency2",2022-12-31,"1.7-1.9",2020-12-16,20201216,"december","2020"
"299","September projection","CentralTendency2",2023-12-31,"1.9-2.0",2020-12-16,20201216,"december","2020"
"300","September projection","Range3",2020-12-31,"1.0-1.5",2020-12-16,20201216,"december","2020"
"301","September projection","Range3",2021-12-31,"1.3-2.4",2020-12-16,20201216,"december","2020"
"302","September projection","Range3",2022-12-31,"1.5-2.2",2020-12-16,20201216,"december","2020"
"303","September projection","Range3",2023-12-31,"1.7-2.1",2020-12-16,20201216,"december","2020"
"304","Core PCE inflation 4","Median1",2020-12-31,"1.4",2020-12-16,20201216,"december","2020"
"305","Core PCE inflation 4","Median1",2021-12-31,"1.8",2020-12-16,20201216,"december","2020"
"306","Core PCE inflation 4","Median1",2022-12-31,"1.9",2020-12-16,20201216,"december","2020"
"307","Core PCE inflation 4","Median1",2023-12-31,"2.0",2020-12-16,20201216,"december","2020"
"308","Core PCE inflation 4","CentralTendency2",2020-12-31,"1.4",2020-12-16,20201216,"december","2020"
"309","Core PCE inflation 4","CentralTendency2",2021-12-31,"1.7-1.8",2020-12-16,20201216,"december","2020"
"310","Core PCE inflation 4","CentralTendency2",2022-12-31,"1.8-2.0",2020-12-16,20201216,"december","2020"
"311","Core PCE inflation 4","CentralTendency2",2023-12-31,"1.9-2.1",2020-12-16,20201216,"december","2020"
"312","Core PCE inflation 4","Range3",2020-12-31,"1.3-1.5",2020-12-16,20201216,"december","2020"
"313","Core PCE inflation 4","Range3",2021-12-31,"1.5-2.3",2020-12-16,20201216,"december","2020"
"314","Core PCE inflation 4","Range3",2022-12-31,"1.6-2.2",2020-12-16,20201216,"december","2020"
"315","Core PCE inflation 4","Range3",2023-12-31,"1.7-2.2",2020-12-16,20201216,"december","2020"
"316","September projection","Median1",2020-12-31,"1.5",2020-12-16,20201216,"december","2020"
"317","September projection","Median1",2021-12-31,"1.7",2020-12-16,20201216,"december","2020"
"318","September projection","Median1",2022-12-31,"1.8",2020-12-16,20201216,"december","2020"
"319","September projection","Median1",2023-12-31,"2.0",2020-12-16,20201216,"december","2020"
"320","September projection","CentralTendency2",2020-12-31,"1.3-1.5",2020-12-16,20201216,"december","2020"
"321","September projection","CentralTendency2",2021-12-31,"1.6-1.8",2020-12-16,20201216,"december","2020"
"322","September projection","CentralTendency2",2022-12-31,"1.7-1.9",2020-12-16,20201216,"december","2020"
"323","September projection","CentralTendency2",2023-12-31,"1.9-2.0",2020-12-16,20201216,"december","2020"
"324","September projection","Range3",2020-12-31,"1.2-1.6",2020-12-16,20201216,"december","2020"
"325","September projection","Range3",2021-12-31,"1.5-2.4",2020-12-16,20201216,"december","2020"
"326","September projection","Range3",2022-12-31,"1.6-2.2",2020-12-16,20201216,"december","2020"
"327","September projection","Range3",2023-12-31,"1.7-2.1",2020-12-16,20201216,"december","2020"
"328","Memo: Projected appropriate policy path","Median1",2020-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"329","Memo: Projected appropriate policy path","Median1",2021-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"330","Memo: Projected appropriate policy path","Median1",2022-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"331","Memo: Projected appropriate policy path","Median1",2023-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"332","Memo: Projected appropriate policy path","CentralTendency2",2020-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"333","Memo: Projected appropriate policy path","CentralTendency2",2021-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"334","Memo: Projected appropriate policy path","CentralTendency2",2022-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"335","Memo: Projected appropriate policy path","CentralTendency2",2023-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"336","Memo: Projected appropriate policy path","Range3",2020-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"337","Memo: Projected appropriate policy path","Range3",2021-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"338","Memo: Projected appropriate policy path","Range3",2022-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"339","Memo: Projected appropriate policy path","Range3",2023-12-31,"Memo: Projected appropriate policy path",2020-12-16,20201216,"december","2020"
"340","Federal funds rate","Median1",2020-12-31,"0.1",2020-12-16,20201216,"december","2020"
"341","Federal funds rate","Median1",2021-12-31,"0.1",2020-12-16,20201216,"december","2020"
"342","Federal funds rate","Median1",2022-12-31,"0.1",2020-12-16,20201216,"december","2020"
"343","Federal funds rate","Median1",2023-12-31,"0.1",2020-12-16,20201216,"december","2020"
"344","Federal funds rate","CentralTendency2",2020-12-31,"0.1",2020-12-16,20201216,"december","2020"
"345","Federal funds rate","CentralTendency2",2021-12-31,"0.1",2020-12-16,20201216,"december","2020"
"346","Federal funds rate","CentralTendency2",2022-12-31,"0.1",2020-12-16,20201216,"december","2020"
"347","Federal funds rate","CentralTendency2",2023-12-31,"0.1-0.4",2020-12-16,20201216,"december","2020"
"348","Federal funds rate","Range3",2020-12-31,"0.1",2020-12-16,20201216,"december","2020"
"349","Federal funds rate","Range3",2021-12-31,"0.1",2020-12-16,20201216,"december","2020"
"350","Federal funds rate","Range3",2022-12-31,"0.1-0.4",2020-12-16,20201216,"december","2020"
"351","Federal funds rate","Range3",2023-12-31,"0.1-1.1",2020-12-16,20201216,"december","2020"
"352","September projection","Median1",2020-12-31,"0.1",2020-12-16,20201216,"december","2020"
"353","September projection","Median1",2021-12-31,"0.1",2020-12-16,20201216,"december","2020"
"354","September projection","Median1",2022-12-31,"0.1",2020-12-16,20201216,"december","2020"
"355","September projection","Median1",2023-12-31,"0.1",2020-12-16,20201216,"december","2020"
"356","September projection","CentralTendency2",2020-12-31,"0.1",2020-12-16,20201216,"december","2020"
"357","September projection","CentralTendency2",2021-12-31,"0.1",2020-12-16,20201216,"december","2020"
"358","September projection","CentralTendency2",2022-12-31,"0.1",2020-12-16,20201216,"december","2020"
"359","September projection","CentralTendency2",2023-12-31,"0.1-0.4",2020-12-16,20201216,"december","2020"
"360","September projection","Range3",2020-12-31,"0.1",2020-12-16,20201216,"december","2020"
"361","September projection","Range3",2021-12-31,"0.1",2020-12-16,20201216,"december","2020"
"362","September projection","Range3",2022-12-31,"0.1-0.6",2020-12-16,20201216,"december","2020"
"363","September projection","Range3",2023-12-31,"0.1-1.4",2020-12-16,20201216,"december","2020"
"364","Change in real GDP","Median1",2019-12-31,"2.1",2019-03-20,20190320,"mars","2019"
"365","Change in real GDP","Median1",2020-12-31,"1.9",2019-03-20,20190320,"mars","2019"
"366","Change in real GDP","Median1",2021-12-31,"1.8",2019-03-20,20190320,"mars","2019"
"367","Change in real GDP","Centraltendency2",2019-12-31,"1.9 - 2.2",2019-03-20,20190320,"mars","2019"
"368","Change in real GDP","Centraltendency2",2020-12-31,"1.8 - 2.0",2019-03-20,20190320,"mars","2019"
"369","Change in real GDP","Centraltendency2",2021-12-31,"1.7 - 2.0",2019-03-20,20190320,"mars","2019"
"370","Change in real GDP","Range3",2019-12-31,"1.6 - 2.4",2019-03-20,20190320,"mars","2019"
"371","Change in real GDP","Range3",2020-12-31,"1.7 - 2.2",2019-03-20,20190320,"mars","2019"
"372","Change in real GDP","Range3",2021-12-31,"1.5 - 2.2",2019-03-20,20190320,"mars","2019"
"373","December projection","Median1",2019-12-31,"2.3",2019-03-20,20190320,"mars","2019"
"374","December projection","Median1",2020-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"375","December projection","Median1",2021-12-31,"1.8",2019-03-20,20190320,"mars","2019"
"376","December projection","Centraltendency2",2019-12-31,"2.3 - 2.5",2019-03-20,20190320,"mars","2019"
"377","December projection","Centraltendency2",2020-12-31,"1.8 - 2.0",2019-03-20,20190320,"mars","2019"
"378","December projection","Centraltendency2",2021-12-31,"1.5 - 2.0",2019-03-20,20190320,"mars","2019"
"379","December projection","Range3",2019-12-31,"2.0 - 2.7",2019-03-20,20190320,"mars","2019"
"380","December projection","Range3",2020-12-31,"1.5 - 2.2",2019-03-20,20190320,"mars","2019"
"381","December projection","Range3",2021-12-31,"1.4 - 2.1",2019-03-20,20190320,"mars","2019"
"382","Unemployment rate","Median1",2019-12-31,"3.7",2019-03-20,20190320,"mars","2019"
"383","Unemployment rate","Median1",2020-12-31,"3.8",2019-03-20,20190320,"mars","2019"
"384","Unemployment rate","Median1",2021-12-31,"3.9",2019-03-20,20190320,"mars","2019"
"385","Unemployment rate","Centraltendency2",2019-12-31,"3.6 - 3.8",2019-03-20,20190320,"mars","2019"
"386","Unemployment rate","Centraltendency2",2020-12-31,"3.6 - 3.9",2019-03-20,20190320,"mars","2019"
"387","Unemployment rate","Centraltendency2",2021-12-31,"3.7 - 4.1",2019-03-20,20190320,"mars","2019"
"388","Unemployment rate","Range3",2019-12-31,"3.5 - 4.0",2019-03-20,20190320,"mars","2019"
"389","Unemployment rate","Range3",2020-12-31,"3.4 - 4.1",2019-03-20,20190320,"mars","2019"
"390","Unemployment rate","Range3",2021-12-31,"3.4 - 4.2",2019-03-20,20190320,"mars","2019"
"391","December projection","Median1",2019-12-31,"3.5",2019-03-20,20190320,"mars","2019"
"392","December projection","Median1",2020-12-31,"3.6",2019-03-20,20190320,"mars","2019"
"393","December projection","Median1",2021-12-31,"3.8",2019-03-20,20190320,"mars","2019"
"394","December projection","Centraltendency2",2019-12-31,"3.5 - 3.7",2019-03-20,20190320,"mars","2019"
"395","December projection","Centraltendency2",2020-12-31,"3.5 - 3.8",2019-03-20,20190320,"mars","2019"
"396","December projection","Centraltendency2",2021-12-31,"3.6 - 3.9",2019-03-20,20190320,"mars","2019"
"397","December projection","Range3",2019-12-31,"3.4 - 4.0",2019-03-20,20190320,"mars","2019"
"398","December projection","Range3",2020-12-31,"3.4 - 4.3",2019-03-20,20190320,"mars","2019"
"399","December projection","Range3",2021-12-31,"3.4 - 4.2",2019-03-20,20190320,"mars","2019"
"400","PCE inflation","Median1",2019-12-31,"1.8",2019-03-20,20190320,"mars","2019"
"401","PCE inflation","Median1",2020-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"402","PCE inflation","Median1",2021-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"403","PCE inflation","Centraltendency2",2019-12-31,"1.8 - 1.9",2019-03-20,20190320,"mars","2019"
"404","PCE inflation","Centraltendency2",2020-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"405","PCE inflation","Centraltendency2",2021-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"406","PCE inflation","Range3",2019-12-31,"1.6 - 2.1",2019-03-20,20190320,"mars","2019"
"407","PCE inflation","Range3",2020-12-31,"1.9 - 2.2",2019-03-20,20190320,"mars","2019"
"408","PCE inflation","Range3",2021-12-31,"2.0 - 2.2",2019-03-20,20190320,"mars","2019"
"409","December projection","Median1",2019-12-31,"1.9",2019-03-20,20190320,"mars","2019"
"410","December projection","Median1",2020-12-31,"2.1",2019-03-20,20190320,"mars","2019"
"411","December projection","Median1",2021-12-31,"2.1",2019-03-20,20190320,"mars","2019"
"412","December projection","Centraltendency2",2019-12-31,"1.8 - 2.1",2019-03-20,20190320,"mars","2019"
"413","December projection","Centraltendency2",2020-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"414","December projection","Centraltendency2",2021-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"415","December projection","Range3",2019-12-31,"1.8 - 2.2",2019-03-20,20190320,"mars","2019"
"416","December projection","Range3",2020-12-31,"2.0 - 2.2",2019-03-20,20190320,"mars","2019"
"417","December projection","Range3",2021-12-31,"2.0 - 2.3",2019-03-20,20190320,"mars","2019"
"418","Core PCE inflation4","Median1",2019-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"419","Core PCE inflation4","Median1",2020-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"420","Core PCE inflation4","Median1",2021-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"421","Core PCE inflation4","Centraltendency2",2019-12-31,"1.9 - 2.0",2019-03-20,20190320,"mars","2019"
"422","Core PCE inflation4","Centraltendency2",2020-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"423","Core PCE inflation4","Centraltendency2",2021-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"424","Core PCE inflation4","Range3",2019-12-31,"1.8 - 2.2",2019-03-20,20190320,"mars","2019"
"425","Core PCE inflation4","Range3",2020-12-31,"1.8 - 2.2",2019-03-20,20190320,"mars","2019"
"426","Core PCE inflation4","Range3",2021-12-31,"1.9 - 2.2",2019-03-20,20190320,"mars","2019"
"427","December projection","Median1",2019-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"428","December projection","Median1",2020-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"429","December projection","Median1",2021-12-31,"2.0",2019-03-20,20190320,"mars","2019"
"430","December projection","Centraltendency2",2019-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"431","December projection","Centraltendency2",2020-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"432","December projection","Centraltendency2",2021-12-31,"2.0 - 2.1",2019-03-20,20190320,"mars","2019"
"433","December projection","Range3",2019-12-31,"1.9 - 2.2",2019-03-20,20190320,"mars","2019"
"434","December projection","Range3",2020-12-31,"2.0 - 2.2",2019-03-20,20190320,"mars","2019"
"435","December projection","Range3",2021-12-31,"2.0 - 2.3",2019-03-20,20190320,"mars","2019"
"436","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"437","Memo: Projected appropriate policy path","Median1",2020-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"438","Memo: Projected appropriate policy path","Median1",2021-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"439","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"440","Memo: Projected appropriate policy path","Centraltendency2",2020-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"441","Memo: Projected appropriate policy path","Centraltendency2",2021-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"442","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"443","Memo: Projected appropriate policy path","Range3",2020-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"444","Memo: Projected appropriate policy path","Range3",2021-12-31,"Memo: Projected appropriate policy path",2019-03-20,20190320,"mars","2019"
"445","Federal funds rate","Median1",2019-12-31,"2.4",2019-03-20,20190320,"mars","2019"
"446","Federal funds rate","Median1",2020-12-31,"2.6",2019-03-20,20190320,"mars","2019"
"447","Federal funds rate","Median1",2021-12-31,"2.6",2019-03-20,20190320,"mars","2019"
