"variable","des","forecast_period","values","date"
"465","Change in real GDP","Median1","2021","1.8",20190320
"466","Change in real GDP","Median1","Longer run","1.9",20190320
"467","Change in real GDP","Central tendency2","2019","1.9 - 2.2",20190320
"468","Change in real GDP","Central tendency2","2020","1.8 - 2.0",20190320
"469","Change in real GDP","Central tendency2","2021","1.7 - 2.0",20190320
"470","Change in real GDP","Central tendency2","Longer run","1.8 - 2.0",20190320
"471","Change in real GDP","Range3","2019","1.6 - 2.4",20190320
"472","Change in real GDP","Range3","2020","1.7 - 2.2",20190320
"473","Change in real GDP","Range3","2021","1.5 - 2.2",20190320
"474","Change in real GDP","Range3","Longer run","1.7 - 2.2",20190320
"475","December projection","Median1","2019","2.3",20190320
"476","December projection","Median1","2020","2.0",20190320
"477","December projection","Median1","2021","1.8",20190320
"478","December projection","Median1","Longer run","1.9",20190320
"479","December projection","Central tendency2","2019","2.3 - 2.5",20190320
"480","December projection","Central tendency2","2020","1.8 - 2.0",20190320
"481","December projection","Central tendency2","2021","1.5 - 2.0",20190320
"482","December projection","Central tendency2","Longer run","1.8 - 2.0",20190320
"483","December projection","Range3","2019","2.0 - 2.7",20190320
"484","December projection","Range3","2020","1.5 - 2.2",20190320
"485","December projection","Range3","2021","1.4 - 2.1",20190320
"486","December projection","Range3","Longer run","1.7 - 2.2",20190320
"487","Unemployment rate","Median1","2019","3.7",20190320
"488","Unemployment rate","Median1","2020","3.8",20190320
"489","Unemployment rate","Median1","2021","3.9",20190320
"490","Unemployment rate","Median1","Longer run","4.3",20190320
"491","Unemployment rate","Central tendency2","2019","3.6 - 3.8",20190320
"492","Unemployment rate","Central tendency2","2020","3.6 - 3.9",20190320
"493","Unemployment rate","Central tendency2","2021","3.7 - 4.1",20190320
"494","Unemployment rate","Central tendency2","Longer run","4.1 - 4.5",20190320
"495","Unemployment rate","Range3","2019","3.5 - 4.0",20190320
"496","Unemployment rate","Range3","2020","3.4 - 4.1",20190320
"497","Unemployment rate","Range3","2021","3.4 - 4.2",20190320
"498","Unemployment rate","Range3","Longer run","4.0 - 4.6",20190320
"499","December projection","Median1","2019","3.5",20190320
"500","December projection","Median1","2020","3.6",20190320
"501","December projection","Median1","2021","3.8",20190320
"502","December projection","Median1","Longer run","4.4",20190320
"503","December projection","Central tendency2","2019","3.5 - 3.7",20190320
"504","December projection","Central tendency2","2020","3.5 - 3.8",20190320
"505","December projection","Central tendency2","2021","3.6 - 3.9",20190320
"506","December projection","Central tendency2","Longer run","4.2 - 4.5",20190320
"507","December projection","Range3","2019","3.4 - 4.0",20190320
"508","December projection","Range3","2020","3.4 - 4.3",20190320
"509","December projection","Range3","2021","3.4 - 4.2",20190320
"510","December projection","Range3","Longer run","4.0 - 4.6",20190320
"511","PCE inflation","Median1","2019","1.8",20190320
"512","PCE inflation","Median1","2020","2.0",20190320
"513","PCE inflation","Median1","2021","2.0",20190320
"514","PCE inflation","Median1","Longer run","2.0",20190320
"515","PCE inflation","Central tendency2","2019","1.8 - 1.9",20190320
"516","PCE inflation","Central tendency2","2020","2.0 - 2.1",20190320
"517","PCE inflation","Central tendency2","2021","2.0 - 2.1",20190320
"518","PCE inflation","Central tendency2","Longer run","2.0",20190320
"519","PCE inflation","Range3","2019","1.6 - 2.1",20190320
"520","PCE inflation","Range3","2020","1.9 - 2.2",20190320
"521","PCE inflation","Range3","2021","2.0 - 2.2",20190320
"522","PCE inflation","Range3","Longer run","2.0",20190320
"523","December projection","Median1","2019","1.9",20190320
"524","December projection","Median1","2020","2.1",20190320
"525","December projection","Median1","2021","2.1",20190320
"526","December projection","Median1","Longer run","2.0",20190320
"527","December projection","Central tendency2","2019","1.8 - 2.1",20190320
"528","December projection","Central tendency2","2020","2.0 - 2.1",20190320
"529","December projection","Central tendency2","2021","2.0 - 2.1",20190320
"530","December projection","Central tendency2","Longer run","2.0",20190320
"531","December projection","Range3","2019","1.8 - 2.2",20190320
"532","December projection","Range3","2020","2.0 - 2.2",20190320
"533","December projection","Range3","2021","2.0 - 2.3",20190320
"534","December projection","Range3","Longer run","2.0",20190320
"535","Core PCE inflation4","Median1","2019","2.0",20190320
"536","Core PCE inflation4","Median1","2020","2.0",20190320
"537","Core PCE inflation4","Median1","2021","2.0",20190320
"538","Core PCE inflation4","Median1","Longer run","",20190320
"539","Core PCE inflation4","Central tendency2","2019","1.9 - 2.0",20190320
"540","Core PCE inflation4","Central tendency2","2020","2.0 - 2.1",20190320
"541","Core PCE inflation4","Central tendency2","2021","2.0 - 2.1",20190320
"542","Core PCE inflation4","Central tendency2","Longer run","",20190320
"543","Core PCE inflation4","Range3","2019","1.8 - 2.2",20190320
"544","Core PCE inflation4","Range3","2020","1.8 - 2.2",20190320
"545","Core PCE inflation4","Range3","2021","1.9 - 2.2",20190320
"546","Core PCE inflation4","Range3","Longer run","",20190320
"547","December projection","Median1","2019","2.0",20190320
"548","December projection","Median1","2020","2.0",20190320
"549","December projection","Median1","2021","2.0",20190320
"550","December projection","Median1","Longer run","",20190320
"551","December projection","Central tendency2","2019","2.0 - 2.1",20190320
"552","December projection","Central tendency2","2020","2.0 - 2.1",20190320
"553","December projection","Central tendency2","2021","2.0 - 2.1",20190320
"554","December projection","Central tendency2","Longer run","",20190320
"555","December projection","Range3","2019","1.9 - 2.2",20190320
"556","December projection","Range3","2020","2.0 - 2.2",20190320
"557","December projection","Range3","2021","2.0 - 2.3",20190320
"558","December projection","Range3","Longer run","",20190320
"559","Memo: Projected appropriate policy path","Median1","2019","Memo: Projected appropriate policy path",20190320
"560","Memo: Projected appropriate policy path","Median1","2020","Memo: Projected appropriate policy path",20190320
"561","Memo: Projected appropriate policy path","Median1","2021","Memo: Projected appropriate policy path",20190320
"562","Memo: Projected appropriate policy path","Median1","Longer run","Memo: Projected appropriate policy path",20190320
"563","Memo: Projected appropriate policy path","Central tendency2","2019","Memo: Projected appropriate policy path",20190320
"564","Memo: Projected appropriate policy path","Central tendency2","2020","Memo: Projected appropriate policy path",20190320
"565","Memo: Projected appropriate policy path","Central tendency2","2021","Memo: Projected appropriate policy path",20190320
"566","Memo: Projected appropriate policy path","Central tendency2","Longer run","Memo: Projected appropriate policy path",20190320
"567","Memo: Projected appropriate policy path","Range3","2019","Memo: Projected appropriate policy path",20190320
"568","Memo: Projected appropriate policy path","Range3","2020","Memo: Projected appropriate policy path",20190320
"569","Memo: Projected appropriate policy path","Range3","2021","Memo: Projected appropriate policy path",20190320
"570","Memo: Projected appropriate policy path","Range3","Longer run","Memo: Projected appropriate policy path",20190320
"571","Federal funds rate","Median1","2019","2.4",20190320
"572","Federal funds rate","Median1","2020","2.6",20190320
"573","Federal funds rate","Median1","2021","2.6",20190320
"574","Federal funds rate","Median1","Longer run","2.8",20190320
"575","Federal funds rate","Central tendency2","2019","2.4 - 2.6",20190320
"576","Federal funds rate","Central tendency2","2020","2.4 - 2.9",20190320
"577","Federal funds rate","Central tendency2","2021","2.4 - 2.9",20190320
"578","Federal funds rate","Central tendency2","Longer run","2.5 - 3.0",20190320
"579","Federal funds rate","Range3","2019","2.4 - 2.9",20190320
"580","Federal funds rate","Range3","2020","2.4 - 3.4",20190320
"581","Federal funds rate","Range3","2021","2.4 - 3.6",20190320
"582","Federal funds rate","Range3","Longer run","2.5 - 3.5",20190320
"583","December projection","Median1","2019","2.9",20190320
"584","December projection","Median1","2020","3.1",20190320
"585","December projection","Median1","2021","3.1",20190320
"586","December projection","Median1","Longer run","2.8",20190320
"587","December projection","Central tendency2","2019","2.6 - 3.1",20190320
"588","December projection","Central tendency2","2020","2.9 - 3.4",20190320
"589","December projection","Central tendency2","2021","2.6 - 3.1",20190320
"590","December projection","Central tendency2","Longer run","2.5 - 3.0",20190320
"591","December projection","Range3","2019","2.4 - 3.1",20190320
"592","December projection","Range3","2020","2.4 - 3.6",20190320
"593","December projection","Range3","2021","2.4 - 3.6",20190320
"594","December projection","Range3","Longer run","2.5 - 3.5",20190320
"595","Change in real GDP","Median1","2019","2.1",20190619
"596","Change in real GDP","Median1","2020","2.0",20190619
"597","Change in real GDP","Median1","2021","1.8",20190619
"598","Change in real GDP","Median1","Longer run","1.9",20190619
"599","Change in real GDP","Central tendency2","2019","2.0 - 2.2",20190619
"600","Change in real GDP","Central tendency2","2020","1.8 - 2.2",20190619
"601","Change in real GDP","Central tendency2","2021","1.8 - 2.0",20190619
"602","Change in real GDP","Central tendency2","Longer run","1.8 - 2.0",20190619
"603","Change in real GDP","Range3","2019","2.0 - 2.4",20190619
"604","Change in real GDP","Range3","2020","1.5 - 2.3",20190619
"605","Change in real GDP","Range3","2021","1.5 - 2.1",20190619
"606","Change in real GDP","Range3","Longer run","1.7 - 2.1",20190619
"607","March projection","Median1","2019","2.1",20190619
"608","March projection","Median1","2020","1.9",20190619
"609","March projection","Median1","2021","1.8",20190619
"610","March projection","Median1","Longer run","1.9",20190619
"611","March projection","Central tendency2","2019","1.9 - 2.2",20190619
"612","March projection","Central tendency2","2020","1.8 - 2.0",20190619
"613","March projection","Central tendency2","2021","1.7 - 2.0",20190619
"614","March projection","Central tendency2","Longer run","1.8 - 2.0",20190619
"615","March projection","Range3","2019","1.6 - 2.4",20190619
"616","March projection","Range3","2020","1.7 - 2.2",20190619
"617","March projection","Range3","2021","1.5 - 2.2",20190619
"618","March projection","Range3","Longer run","1.7 - 2.2",20190619
"619","Unemployment rate","Median1","2019","3.6",20190619
"620","Unemployment rate","Median1","2020","3.7",20190619
"621","Unemployment rate","Median1","2021","3.8",20190619
"622","Unemployment rate","Median1","Longer run","4.2",20190619
"623","Unemployment rate","Central tendency2","2019","3.6 - 3.7",20190619
"624","Unemployment rate","Central tendency2","2020","3.5 - 3.9",20190619
"625","Unemployment rate","Central tendency2","2021","3.6 - 4.0",20190619
"626","Unemployment rate","Central tendency2","Longer run","4.0 - 4.4",20190619
"627","Unemployment rate","Range3","2019","3.5 - 3.8",20190619
"628","Unemployment rate","Range3","2020","3.3 - 4.0",20190619
"629","Unemployment rate","Range3","2021","3.3 - 4.2",20190619
"630","Unemployment rate","Range3","Longer run","3.6 - 4.5",20190619
"631","March projection","Median1","2019","3.7",20190619
"632","March projection","Median1","2020","3.8",20190619
"633","March projection","Median1","2021","3.9",20190619
"634","March projection","Median1","Longer run","4.3",20190619
"635","March projection","Central tendency2","2019","3.6 - 3.8",20190619
"636","March projection","Central tendency2","2020","3.6 - 3.9",20190619
"637","March projection","Central tendency2","2021","3.7 - 4.1",20190619
"638","March projection","Central tendency2","Longer run","4.1 - 4.5",20190619
